Position,Artist Name,Song Name,Days,Top 10 (xTimes),Peak Position,Peak Position (xTimes),Peak Streams,Total Streams
8078,Joey Bada$$ ,Land of the Free,2,0.0,119,0,264970,458707
8079,Anderson .Paak ,Trippy,2,0.0,164,0,253547,458307
8080,Young Thug ,F Cancer (Boosie),4,0.0,125,0,138667,457488
8081,Maluma ,Mala Mía,2,0.0,180,0,241490,457487
8082,Disclosure ,Nocturnal,4,0.0,83,0,165064,457095
8083,Linkin Park ,Sorry for Now,2,0.0,139,0,229332,457080
8084,Walker Hayes ,AA,2,0.0,197,0,233521,457049
8085,Natalie Cole ,This Will Be (An Everlasting Love),2,0.0,177,0,240694,456794
8086,Galantis ,Gold Dust,6,0.0,133,0,87433,456699
8087,DJ Khaled ,Major Bag Alert,2,0.0,104,0,272497,456142
8088,Jamie xx ,I Know There's Gonna Be (Good Times),5,0.0,113,0,105346,456123
8089,Laura Les ,Haunted,2,0.0,173,0,229458,456094
8090,Paramore ,RoseColored Boy,2,0.0,120,0,270380,455976
8091,John Mellencamp ,Pink Houses,2,0.0,151,0,240672,455165
8092,Soundgarden ,Fell On Black Days,2,0.0,99,0,270141,454863
8093,Lil Uzi Vert ,F.F.,2,0.0,148,0,230373,454736
8094,Rod Wave ,Girl Of My Dreams,2,0.0,161,0,251815,454701
8095,Jaudy ,Gatalo To,2,0.0,143,0,242017,454218
8096,Joji ,worldstar money (interlude),2,0.0,190,0,236074,454041
8097,Lady Gaga ,Hey Girl,3,0.0,122,0,182016,453768
8098,JID ,151 Rum,2,0.0,177,0,238186,453637
8099,Logic ,Deeper Than Money,3,0.0,122,0,166395,452602
8100,Miley Cyrus ,High,2,0.0,178,0,237370,452556
8101,Coldplay ,All I Can Think About Is You,2,0.0,125,0,238110,452427
8102,Meek Mill ,1am,2,0.0,168,0,227576,452082
8103,fun. ,Some Nights,6,0.0,98,0,100427,451449
8104,Lil Tecca ,Molly Girl,2,0.0,182,0,243752,451210
8105,Diddy ,Finna Get Loose,5,0.0,122,0,106005,451026
8106,A Boogie Wit da Hoodie ,Money Conversations,1,0.0,112,0,450935,450935
8107,Yo Gotti ,Down In the DM  Remix,4,0.0,166,0,121512,450858
8108,Lil Skies ,Riot,2,0.0,174,0,250278,450639
8109,Jameson Rodgers ,Cold Beer Calling My Name,2,0.0,156,0,247332,450132
8110,Ariana Grande ,7 rings,1,0.0,61,0,449362,449362
8111,Joey Bada$$ ,RING THE ALARM,2,0.0,116,0,267576,449095
8112,Oasis ,Wonderwall,6,0.0,101,0,95863,449036
8113,Ty Dolla $ign ,Powder Blue,2,0.0,168,0,238427,448732
8114,Playboi Carti ,On That Time,1,0.0,148,0,448724,448724
8115,Fifth Harmony ,Angel,2,0.0,81,0,285623,448701
8116,Beck ,Heart Is A Drum,4,0.0,59,0,152687,448626
8117,Fetty Wap ,How We Do Things,5,0.0,165,0,100070,448405
8118,DMX ,X Gon' Give It To Ya  Int'l Bonus track,2,0.0,182,0,227747,448247
8119,Bryson Tiller ,Rain Interlude,2,0.0,124,0,268777,447681
8120,Lil Peep ,U Said,2,0.0,129,0,244484,447670
8121,Tory Lanez ,Yessirr,2,0.0,180,0,231123,447124
8122,TWICE ,The Feels,2,0.0,174,0,236592,447000
8123,Fiona Apple ,Relay,2,0.0,162,0,239264,446821
8124,YG ,Who Do You Love?,9,0.0,140,0,54868,446227
8125,Lovejoy ,Cause for Concern,2,0.0,131,0,236242,446188
8126,Austin Mahone ,Dirty Work,5,0.0,102,0,119557,446145
8127,Fall Out Boy ,Wilson (Expensive Mistakes),2,0.0,122,0,242667,445056
8128,Anuel AA ,El Problema,2,0.0,174,0,225368,444022
8129,Bryson Tiller ,Before You Judge,2,0.0,135,0,255416,443184
8130,Outkast ,Ms. Jackson,2,0.0,200,0,222532,442390
8131,Good Gas ,How I Feel,2,0.0,136,0,253012,440563
8132,Tyga ,Goddamn,2,0.0,178,0,239224,440347
8133,Nessa Barrett ,la di die,2,0.0,161,0,223675,440263
8134,Cordae ,Have Mercy,2,0.0,196,0,221180,439998
8135,JID ,Westbrook,2,0.0,183,0,221407,439787
8136,PARTYNEXTDOOR ,NOTHING LESS,1,0.0,55,0,439512,439512
8137,Yung Anime ,Blueberry faygo,2,0.0,155,0,221430,439361
8138,Logic ,Stainless,4,0.0,130,0,122433,439006
8139,G,Eazy  Intro,4,0.0,120,0,136090,437206
8140,Future ,Neva Missa Lost,2,0.0,130,0,237121,437013
8141,Earl Sweatshirt ,Shattered Dreams,1,0.0,96,0,436970,436970
8142,townhall ,Get with You,1,0.0,35,0,436918,436918
8143,The Beatles ,Blackbird  Remastered,4,0.0,141,0,145046,436873
8144,Maddie & Tae ,Girl In A Country Song,8,0.0,164,0,58571,436699
8145,2Pac ,Ambitionz Az A Ridah,2,0.0,132,0,222763,436601
8146,Mir0sama ,BAG SZN,2,0.0,175,0,218901,436317
8147,Melanie Martinez ,Detention,2,0.0,170,0,234933,435813
8148,Rich The Kid ,Go Up,2,0.0,183,0,232420,435763
8149,Big Sean ,Outro,5,0.0,95,0,117378,435469
8150,Miley Cyrus ,Bad Karma,2,0.0,193,0,226052,435457
8151,Drake ,Marvins Room,3,0.0,120,0,164921,433587
8152,Marshmello ,Fly,2,0.0,163,0,241772,433307
8153,Ben Platt ,Found/Tonight,2,0.0,155,0,232416,432626
8154,Niall Horan ,On The Loose,2,0.0,145,0,237795,432190
8155,Miranda Lambert ,Vice,3,0.0,121,0,183268,432134
8156,Ed Sheeran ,Give Me Love,6,0.0,109,0,96286,431030
8157,Childish Gambino ,42.26,2,0.0,175,0,216985,431017
8158,Kid Cudi ,Frequency,2,0.0,111,0,243455,430787
8159,Lady Gaga ,Sinner's Prayer,3,0.0,131,0,171890,430699
8160,The Notorious B.I.G. ,Juicy,2,0.0,122,0,239111,430253
8161,Shawn Mendes ,Higher,1,0.0,65,0,429939,429939
8162,Noname ,Song 33,1,0.0,54,0,429893,429893
8163,Bruno Mars ,Too Good to Say Goodbye,3,0.0,172,0,157689,429797
8164,Trippie Redd ,Love Scars 4,1,0.0,60,0,429796,429796
8165,Nicki Minaj ,ChiRaq,1,0.0,61,0,429625,429625
8166,Future ,Shotgun,1,0.0,77,0,429351,429351
8167,RM ,Still Life,1,0.0,100,0,429234,429234
8168,"Tyler, The Creator ","Enjoy Right Now, Today",2,0.0,145,0,247959,429201
8169,2 Chainz ,Saturday Night,2,0.0,134,0,232613,429167
8170,5 Seconds of Summer ,Waste The Night,4,0.0,101,0,141304,429156
8171,Logic ,illuminatro,3,0.0,136,0,166938,428610
8172,Drake ,Charged Up,5,0.0,137,0,94760,427572
8173,Tory Lanez ,Why DON'T You LOVE me?,2,0.0,197,0,229158,427444
8174,A$AP Mob ,Frat Rules,2,0.0,154,0,240050,427135
8175,BTS ,Skit,1,0.0,63,0,426916,426916
8176,Solange ,Things I Imagined,1,0.0,82,0,426851,426851
8177,Lady Gaga ,Poker Face,2,0.0,85,0,251441,426721
8178,Jason Aldean ,Drowns The Whiskey,2,0.0,174,0,216472,426363
8179,The Beatles ,Get Back  Remastered,4,0.0,114,0,165721,426214
8180,Luke Bryan ,Light It Up,2,0.0,157,0,236679,426007
8181,Gotye ,Somebody That I Used To Know,2,0.0,196,0,213625,425517
8182,Bon Iver ,21 M◊◊N WATER,3,0.0,153,0,161136,424950
8183,Future ,Walk On Minks,2,0.0,166,0,222438,424386
8184,Ashe ,Till Forever Falls Apart,2,0.0,191,0,212276,424121
8185,Eddie Rabbitt ,Rockin' Around The Christmas Tree,6,0.0,96,0,89430,422776
8186,The Beatles ,I Want To Hold Your Hand  Remastered 2015,4,0.0,121,0,159430,422530
8187,Dylan Scott ,Nobody,2,0.0,190,0,213470,421965
8188,Smokepurpp ,Do Not Disturb,2,0.0,187,0,215637,421476
8189,Jon Bellion ,Conversations with my Wife,1,0.0,89,0,421433,421433
8190,Jordi Rivera ,ON THAT ASS,2,0.0,168,0,229865,421389
8191,Bryson Tiller ,Nevermind This Interlude,2,0.0,148,0,244337,421197
8192,French Montana ,Jump,2,0.0,97,0,259391,420614
8193,Imagine Dragons ,Smoke And Mirrors,5,0.0,90,0,114629,420459
8194,Niko Moon ,GOOD TIME,2,0.0,197,0,211055,419996
8195,Ryan Adams ,Blank Space,3,0.0,74,0,155614,419023
8196,Audioslave ,Show Me How to Live,2,0.0,130,0,236078,418769
8197,Carrie Underwood ,The Champion,2,0.0,162,0,224106,418469
8198,Future ,Colossal,5,0.0,131,0,92173,418168
8199,Shawn Mendes ,Call My Friends,1,0.0,70,0,418138,418138
8200,Missy Elliott ,Work It,5,0.0,71,0,112742,417703
8201,JoeLew ,Verified,1,0.0,68,0,417623,417623
8202,Rihanna ,Lift Me Up  Instrumental,1,0.0,76,0,416754,416754
8203,DJ Khaled ,Hold You Down,7,0.0,183,0,62988,416712
8204,Lana Del Rey ,Honeymoon,4,0.0,94,0,143589,416659
8205,Halsey ,Hurricane,5,0.0,168,0,90354,416640
8206,Katy Perry ,Never Worn White,1,0.0,97,0,416495,416495
8207,The Beatles ,Eleanor Rigby  Remastered 2009,3,0.0,97,0,178183,416298
8208,TWICE ,I CAN'T STOP ME,2,0.0,152,0,214428,415025
8209,Pop Smoke ,8Ball,1,0.0,73,0,414103,414103
8210,David Bowie ,The Man Who Sold The World  1999 Remastered Version,3,0.0,91,0,159405,413891
8211,Meek Mill ,Stand Up,4,0.0,96,0,126072,413873
8212,Meek Mill ,We Ball,2,0.0,152,0,243427,413871
8213,Selena Gomez ,Survivors,4,0.0,126,0,118348,412968
8214,Lil Wayne ,Kobe Bryant,1,0.0,59,0,412516,412516
8215,The 1975 ,I Always Wanna Die (Sometimes),1,0.0,112,0,412271,412271
8216,Amy Kaylee ,,2,0.0,125,0,213438,412133
8217,Nicki Minaj ,Best I Ever Had Remix,1,0.0,63,0,411991,411991
8218,YBN Nahmir ,Baby 8,2,0.0,182,0,218228,411437
8219,2 Chainz ,Riverdale Rd,2,0.0,154,0,216087,410718
8220,Kiiara ,Messy,2,0.0,188,0,211561,410444
8221,Jhené Aiko ,Lotus  intro,1,0.0,102,0,410364,410364
8222,Trippie Redd ,Let It Out,1,0.0,67,0,409900,409900
8223,Shawn Mendes ,24 Hours,1,0.0,72,0,409202,409202
8224,Troye Sivan ,WILD,3,0.0,109,0,186404,409191
8225,Birdy ,Skinny Love,6,0.0,159,0,81702,408707
8226,Celeste ,Strange,2,0.0,160,0,209606,408630
8227,Ariana Grande ,Wit It This Christmas,4,0.0,149,0,113893,408403
8228,Lana Del Rey ,Coachella  Woodstock In My Mind,2,0.0,169,0,220749,407685
8229,TWICE ,MORE & MORE,2,0.0,179,0,207828,407532
8230,Fall Out Boy ,Champion,2,0.0,150,0,205459,407444
8231,fun. ,We Are Young,2,0.0,114,0,212534,407355
8232,D'Angelo ,Ain't That Easy,4,0.0,60,0,128106,405797
8233,Red Hot Chili Peppers ,The Getaway,3,0.0,133,0,158280,405527
8234,Ed Sheeran ,Celestial,1,0.0,57,0,404808,404808
8235,The Game ,Ryda,5,0.0,114,0,96141,404745
8236,Solange ,Down With the Clique,1,0.0,94,0,404378,404378
8237,Kehlani ,Escape,2,0.0,112,0,238278,404228
8238,BRS Kash ,Throat Baby (Go Baby),2,0.0,185,0,212256,404192
8239,Yo Gotti ,Down In the DM,4,0.0,185,0,106301,404093
8240,Wiz Khalifa ,Celebrate,3,0.0,102,0,161376,403809
8241,NAV ,I'm Ready,1,0.0,76,0,403567,403567
8242,Tom Petty and the Heartbreakers ,Refugee,1,0.0,65,0,403155,403155
8243,NAV ,Brown Boy,1,0.0,74,0,402477,402477
8244,Gorillaz ,We Got The Power,2,0.0,167,0,204720,402192
8245,David Bowie ,'Tis a Pity She Was a Whore,2,0.0,56,0,235632,402111
8246,Vince Guaraldi Trio ,Christmas Time Is Here,1,0.0,163,0,402025,402025
8247,Russ ,Alone,2,0.0,180,0,211352,401565
8248,Hanson ,What Christmas Means To Me,1,0.0,164,0,401122,401122
8249,Future ,Turn On Me,2,0.0,162,0,211694,400957
8250,NAV ,Perfect Timing (Intro),2,0.0,167,0,223439,400287
8251,Shawn Mendes ,Dream,1,0.0,77,0,399951,399951
8252,Katy Perry ,California Gurls,3,0.0,66,0,225090,399754
8253,RM ,Yun,1,0.0,120,0,399650,399650
8254,Ella Fitzgerald ,We Three Kings  Remastered,1,0.0,165,0,399637,399637
8255,Kid Cudi ,Surfin',2,0.0,90,0,233835,397630
8256,P!nk ,Beautiful Trauma,2,0.0,180,0,205795,397629
8257,The xx ,I Dare You,2,0.0,100,0,241950,397614
8258,Lil Peep ,The Brightside,2,0.0,167,0,213248,397202
8259,Young Thug ,Family Don't Matter,2,0.0,139,0,227222,397068
8260,Otis Redding ,Stand by Me,2,0.0,155,0,242599,396983
8261,Gwen Stefani ,Make Me Like You,3,0.0,124,0,149696,396857
8262,TOOL ,Litanie contre la Peur,1,0.0,88,0,396742,396742
8263,A Tribe Called Quest ,Mobius,3,0.0,172,0,137356,396617
8264,Maroon 5 ,She Will Be Loved,3,0.0,119,0,213115,396460
8265,D'Angelo ,Sugah Daddy,4,0.0,58,0,140991,396065
8266,Trippie Redd ,Moonlight,1,0.0,70,0,395741,395741
8267,Darlene Love ,White Christmas,3,0.0,32,0,175149,395167
8268,Calvin Harris ,Hard to Love,2,0.0,141,0,210357,394876
8269,Young Thug ,Tsunami,1,0.0,77,0,394851,394851
8270,Pentatonix ,Can't Sleep Love,4,0.0,141,0,105129,394191
8271,$uicideboy$ ,Center Core Never More,1,0.0,139,0,393778,393778
8272,Meghan Trainor ,NO EXCUSES,2,0.0,200,0,205911,393430
8273,Lana Del Rey ,Tomorrow Never Came,2,0.0,178,0,213676,393350
8274,Calvin Harris ,Open Wide,7,0.0,139,0,63474,393019
8275,Ski Mask The Slump God ,Get Geeked,1,0.0,126,0,392799,392799
8276,Tory Lanez ,Skrt Skrt,2,0.0,175,0,203276,392587
8277,5 Seconds of Summer ,Permanent Vacation,4,0.0,136,0,112671,392541
8278,PARTYNEXTDOOR ,Rendezvous,2,0.0,138,0,225272,391949
8279,Usher ,Wait For It,2,0.0,109,0,207547,391896
8280,Ed Sheeran ,One,6,0.0,155,0,74157,391877
8281,Spice Girls ,Wannabe,4,0.0,164,0,133273,391693
8282,Earl Sweatshirt ,December 24,1,0.0,128,0,391431,391431
8283,5 Seconds of Summer ,Broken Home,4,0.0,134,0,105128,391321
8284,Lil Baby ,Chastised,1,0.0,129,0,390836,390836
8285,Destiny's Child ,Say My Name,4,0.0,136,0,113143,390010
8286,Pharrell Williams ,Entrepreneur,1,0.0,64,0,389678,389678
8287,Takeoff ,None To Me,1,0.0,89,0,388978,388978
8288,Lana Del Rey ,God Bless America  And All The Beautiful Women In It,2,0.0,172,0,217876,388734
8289,Arctic Monkeys ,I Ain’t Quite Where I Think I Am,1,0.0,80,0,388699,388699
8290,Ariana Grande ,I Don't Care,3,0.0,168,0,136148,388652
8291,George Michael ,Freedom! '90,2,0.0,77,0,219294,388307
8292,Jay Critch ,Fashion,2,0.0,179,0,206304,388154
8293,blackbear ,anxiety,2,0.0,185,0,195682,387946
8294,PARTYNEXTDOOR ,TURN UP,1,0.0,73,0,387358,387358
8295,The xx ,Dangerous,2,0.0,109,0,223402,387294
8296,Prxxy ,Sunset,2,0.0,178,0,195558,387264
8297,Bon Iver ,Naeem,1,0.0,73,0,387073,387073
8298,Zach Bryan ,Late July,1,0.0,89,0,386901,386901
8299,Carrie Underwood ,Little Toy Guns,5,0.0,186,0,80496,386842
8300,Nicki Minaj ,Crocodile Teeth,1,0.0,68,0,386727,386727
8301,Twenty One Pilots ,Goner,4,0.0,111,0,108500,386519
8302,Young Stoner Life ,Superstar,1,0.0,56,0,386455,386455
8303,Ugly God ,No Lies,2,0.0,127,0,215760,385816
8304,Brent Faiyaz ,SKIT: OBLIVION,1,0.0,70,0,385760,385760
8305,Flume ,Highest Building,1,0.0,91,0,384309,384309
8306,Twenty One Pilots ,Not Today,4,0.0,115,0,107298,384157
8307,Snoop Dogg ,Drop It Like It's Hot,3,0.0,173,0,230436,384004
8308,Twenty One Pilots ,Hometown,4,0.0,114,0,107449,383710
8309,Anne,Marie  Our Song,1,0.0,83,0,383580,383580
8310,Quavo ,SWING,1,0.0,86,0,383198,383198
8311,Miranda Lambert ,Somethin' Bad  (Duet with Carrie Underwood),6,0.0,102,0,79847,383109
8312,YNW Melly ,Two Face,1,0.0,84,0,382797,382797
8313,Dillon Francis ,Anywhere,2,0.0,89,0,250580,382491
8314,XXXTENTACION ,FUXK,1,0.0,87,0,382236,382236
8315,Daddy Yankee ,Vuelve,2,0.0,178,0,191749,381865
8316,Audien ,Something Better,4,0.0,119,0,124455,381703
8317,Third Eye Blind ,SemiCharmed Life,4,0.0,137,0,134285,381609
8318,Lana Del Rey ,Art Deco,4,0.0,137,0,112929,381274
8319,Maliibu N Helene ,Figure 8,5,0.0,141,0,88829,380301
8320,Meghan Trainor ,Holidays,1,0.0,172,0,380259,380259
8321,Future ,I Thank U,2,0.0,174,0,201593,379295
8322,DJ Khaled ,THANKFUL,1,0.0,57,0,379095,379095
8323,$uicideboy$ ,All Dogs Go To Heaven,1,0.0,114,0,379068,379068
8324,The Weeknd ,Final Lullaby  Bonus Track,1,0.0,60,0,378973,378973
8325,Kendrick Lamar ,A.D.H.D,2,0.0,175,0,201752,378763
8326,Zach Bryan ,Mine Again,1,0.0,96,0,378567,378567
8327,The Black Keys ,Lo/Hi,1,0.0,109,0,378316,378316
8328,Lana Del Rey ,Heroin,2,0.0,188,0,206101,376697
8329,Young Stoner Life ,Warrior,1,0.0,62,0,376685,376685
8330,Ugly God ,Welcome to the Booty Tape,2,0.0,131,0,212274,376664
8331,Baby Keem ,naked freestyle,1,0.0,88,0,376586,376586
8332,Jon Bellion ,Guillotine,3,0.0,146,0,149526,376415
8333,Solange ,Way to the Show,1,0.0,105,0,376270,376270
8334,Big Sean ,Everything That's Missing,1,0.0,82,0,376258,376258
8335,Baby Keem ,highway 95,1,0.0,89,0,376033,376033
8336,Taylor Swift ,I Knew You Were Trouble.,3,0.0,104,0,269243,375785
8337,Mac Miller ,Brand Name,4,0.0,162,0,102375,374819
8338,Nicki Minaj ,Trini Dem Girls,5,0.0,126,0,85370,374670
8339,Earl Sweatshirt ,Red Water,1,0.0,134,0,374535,374535
8340,PARTYNEXTDOOR ,SPLIT DECISION,1,0.0,77,0,374404,374404
8341,Baby Keem ,killstreaks,1,0.0,94,0,373804,373804
8342,2 Chainz ,Poor Fool,2,0.0,173,0,192046,373756
8343,Don Toliver ,Heaven Or Hell,1,0.0,103,0,373373,373373
8344,Charlie Puth ,Patient,1,0.0,95,0,372918,372918
8345,A Boogie Wit da Hoodie ,I Did It,1,0.0,119,0,372734,372734
8346,Lana Del Rey ,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais)  Cedric Gervais Remix / Radio Edit,3,0.0,152,0,273383,372384
8347,PARTYNEXTDOOR ,THE NEWS,1,0.0,79,0,372166,372166
8348,YG ,Konclusions,1,0.0,117,0,371532,371532
8349,Mac Miller ,Stay,2,0.0,178,0,217917,371290
8350,Lana Del Rey ,Season Of The Witch,1,0.0,93,0,370902,370902
8351,Kodak Black ,Coolin and Booted,2,0.0,159,0,195109,369579
8352,Grimes ,Flesh Without Blood,4,0.0,150,0,109087,369478
8353,Sam Smith ,Kids Again,1,0.0,82,0,369432,369432
8354,Van Halen ,Ain't Talkin' 'Bout Love  2015 Remaster,1,0.0,58,0,369142,369142
8355,Imagine Dragons ,Yesterday,2,0.0,161,0,200838,368991
8356,Pop Smoke ,Spoiled,1,0.0,92,0,368917,368917
8357,Jonas Brothers ,S.O.S.,1,0.0,110,0,368895,368895
8358,Halsey ,Heaven In Hiding,2,0.0,172,0,194189,368245
8359,2 Chainz ,Threat 2 Society,1,0.0,111,0,368137,368137
8360,Demi Lovato ,Stone Cold,4,0.0,152,0,94261,367950
8361,Jack Harlow ,Rendezvous,1,0.0,115,0,367931,367931
8362,Rick Ross ,Idols Become Rivals,2,0.0,151,0,186326,367621
8363,Young Stoner Life ,Came Out,1,0.0,66,0,367210,367210
8364,Summer Walker ,Let It Go,1,0.0,90,0,367030,367030
8365,Kelly Clarkson ,Run Run Run,4,0.0,109,0,104712,367027
8366,Eslabon Armado ,Tal Vez,1,0.0,84,0,366092,366092
8367,Halsey ,100 Letters,2,0.0,169,0,195434,365866
8368,XXXTENTACION ,UGLY,1,0.0,112,0,365717,365717
8369,D'Angelo ,Really Love,4,0.0,80,0,115425,365616
8370,Omarion ,I'm Sayin',4,0.0,179,0,106556,365580
8371,JIMIN ,Puss (Prod. by Rhymer),4,0.0,140,0,94401,365454
8372,Action Bronson ,Standing in the Rain,3,0.0,176,0,125914,365296
8373,Kid Cudi ,Rose Golden,2,0.0,162,0,186972,364047
8374,Ryan Adams ,Shake It Off,3,0.0,90,0,135898,363837
8375,Future ,New Illuminati,2,0.0,179,0,196675,363758
8376,Mac Miller ,Dunno  Recorded at Spotify Studios NYC,1,0.0,140,0,363697,363697
8377,Lil Pump ,Drop Out,1,0.0,116,0,363298,363298
8378,Nicki Minaj ,I Get Crazy,1,0.0,77,0,363197,363197
8379,A Boogie Wit da Hoodie ,Turn Off The Radio,1,0.0,165,0,363194,363194
8380,Jack Harlow ,21C/Delta,1,0.0,119,0,363120,363120
8381,Solange ,Dreams,1,0.0,116,0,362923,362923
8382,Dantès ,So below,1,0.0,93,0,362762,362762
8383,XXXTENTACION ,Triumph,1,0.0,115,0,362632,362632
8384,Britney Spears ,Private Show,2,0.0,84,0,245848,362553
8385,XXXTENTACION ,King,1,0.0,97,0,362549,362549
8386,The Kid LAROI ,BAD NEWS,1,0.0,75,0,362511,362511
8387,Dan + Shay ,Nothin' Like You,4,0.0,161,0,99241,362444
8388,ROZES ,Christmas (Baby Please Come Home),1,0.0,181,0,362348,362348
8389,Shawn Mendes ,Intro,1,0.0,93,0,362253,362253
8390,Imagine Dragons ,Mouth Of The River,2,0.0,172,0,194035,361921
8391,Ryan Adams ,Style,3,0.0,93,0,133233,361705
8392,Future ,Extra,1,0.0,99,0,361487,361487
8393,NAV ,Spend It,1,0.0,83,0,361201,361201
8394,XXXTENTACION ,What in XXXTarnation,1,0.0,98,0,361020,361020
8395,Jonas Brothers ,Lovebug,1,0.0,117,0,360566,360566
8396,Mac Miller ,Rush Hour,4,0.0,175,0,96023,360406
8397,Young Dolph ,On the River,1,0.0,73,0,360323,360323
8398,Lil Baby ,Dreams 2 Reality,1,0.0,143,0,360276,360276
8399,The 1975 ,Frail State Of Mind,1,0.0,90,0,360239,360239
8400,Gryffin ,Need Your Love,1,0.0,92,0,360001,360001
8401,RM ,All Day,1,0.0,152,0,359947,359947
8402,Earl Sweatshirt ,Cold Summers,1,0.0,144,0,358861,358861
8403,Chance the Rapper ,The Highs & The Lows,1,0.0,93,0,358570,358570
8404,Gryffin ,You Were Loved,1,0.0,60,0,358210,358210
8405,Burl Ives ,Rudolph The RedNosed Reindeer  Finale,1,0.0,180,0,357914,357914
8406,YoungBoy Never Broke Again ,Bout My Business,1,0.0,64,0,357909,357909
8407,The Beatles ,Something  Remastered 2009,3,0.0,129,0,138745,357718
8408,Lil Baby ,Gang Signs,1,0.0,101,0,357490,357490
8409,Van Halen ,Hot for Teacher  2015 Remaster,1,0.0,63,0,357481,357481
8410,Van Halen ,Eruption  2015 Remaster,1,0.0,64,0,357414,357414
8411,Don Toliver ,Wasted,1,0.0,111,0,357297,357297
8412,3 Doors Down ,Kryptonite,3,0.0,148,0,141575,356925
8413,Herve Pagez ,Spicy  with Diplo & Charli XCX,1,0.0,96,0,356877,356877
8414,XXXTENTACION ,I Changed Her Life,1,0.0,121,0,356757,356757
8415,Backstreet Boys ,I Want It That Way,2,0.0,136,0,205373,356743
8416,Lauv ,Sims,1,0.0,93,0,356643,356643
8417,Ellie Goulding ,Worry About Me,1,0.0,112,0,356246,356246
8418,BROCKHAMPTON ,WEIGHT,1,0.0,91,0,356180,356180
8419,Gnarls Barkley ,Crazy,3,0.0,151,0,133747,355961
8420,Gunna ,DON'T PLAY AROUND,1,0.0,89,0,355640,355640
8421,The Kid LAROI ,DON'T LEAVE ME,1,0.0,78,0,355555,355555
8422,James Brown ,Say It Loud  I'm Black And I'm Proud,1,0.0,65,0,355437,355437
8423,J. Cole ,Miss America,2,0.0,139,0,201559,355200
8424,Lil Tecca ,All Star,1,0.0,113,0,354781,354781
8425,Nipsey Hussle ,Fuck Donald Trump,3,0.0,182,0,121444,354552
8426,French Montana ,Twisted,1,0.0,86,0,354453,354453
8427,Skylar Grey ,Wreak Havoc,3,0.0,186,0,120854,354376
8428,Paramore ,The News,1,0.0,173,0,354032,354032
8429,Jeezy ,American Dream,1,0.0,86,0,353941,353941
8430,Pentatonix ,White Christmas,2,0.0,178,0,185097,353920
8431,Trippie Redd ,The Nether,1,0.0,86,0,353765,353765
8432,Ski Mask The Slump God ,Intro,1,0.0,102,0,353747,353747
8433,WATTS ,Feels,1,0.0,67,0,353591,353591
8434,A$AP Ferg ,Nasty (Who Dat),2,0.0,172,0,178300,353540
8435,Jennifer Ormond ,Without You,1,0.0,75,0,353450,353450
8436,Bryson Tiller ,Blame,1,0.0,99,0,353350,353350
8437,Eslabon Armado ,LUCES ROJAS,1,0.0,104,0,353213,353213
8438,YoungBoy Never Broke Again ,Diamonds,1,0.0,67,0,352968,352968
8439,Mac Miller ,Break The Law,4,0.0,166,0,90201,352784
8440,Justin Timberlake ,SoulMate,1,0.0,90,0,352593,352593
8441,TOOL ,Legion Inoculant,1,0.0,112,0,352331,352331
8442,NAV ,Ralo,1,0.0,101,0,352117,352117
8443,BTS ,A Brand New Day (BTS World Original Soundtrack) [Pt. 2],1,0.0,79,0,351996,351996
8444,Gene Autry ,Frosty the Snowman  78rpm Version,1,0.0,186,0,351838,351838
8445,Lorde ,Tennis Court,7,0.0,184,0,55772,351803
8446,Wiz Khalifa ,Call Waiting,3,0.0,139,0,131671,351563
8447,DJ Khaled ,Holy Mountain,1,0.0,97,0,351548,351548
8448,Big Sean ,Story By Dave Chappelle,1,0.0,99,0,351397,351397
8449,The 1975 ,Medicine,6,0.0,148,0,61967,351175
8450,Red Hot Chili Peppers ,Dani California,3,0.0,161,0,137659,351102
8451,Rod Wave ,I Know It,1,0.0,72,0,350988,350988
8452,The Lumineers ,Salt And The Sea,1,0.0,94,0,350988,350988
8453,Trippie Redd ,Can You Rap Like Me  Pt. 2,1,0.0,100,0,350928,350928
8454,Rod Wave ,All I Got,1,0.0,87,0,350153,350153
8455,Trippie Redd ,RMP,1,0.0,101,0,349936,349936
8456,David Guetta ,Let's Love,1,0.0,77,0,349697,349697
8457,Aminé ,Shimmy,1,0.0,106,0,348997,348997
8458,Zach Bryan ,Happy Instead,1,0.0,112,0,348950,348950
8459,Vince Guaraldi ,Skating,1,0.0,187,0,348903,348903
8460,Trippie Redd ,Personal Favorite,1,0.0,89,0,348581,348581
8461,Imagine Dragons ,Monday,1,0.0,100,0,348527,348527
8462,DJ Khaled ,WE GOING CRAZY,1,0.0,72,0,348517,348517
8463,Halsey ,Dominic’s Interlude,1,0.0,137,0,348511,348511
8464,The 1975 ,Be My Mistake,1,0.0,150,0,347832,347832
8465,KYLE ,Babies,1,0.0,93,0,347828,347828
8466,blink,182  Home Is Such A Lonely Place,2,0.0,106,0,219113,347595
8467,ILLENIUM ,First Time,1,0.0,73,0,347441,347441
8468,Ski Mask The Slump God ,U and I,1,0.0,151,0,347420,347420
8469,Halsey ,Sorry,2,0.0,173,0,175951,347337
